Image Path,Label
color\Cherry_(including_sour)___Powdery_mildew\0c477c6e-29a6-44a1-8c99-6f19f864f73e___FREC_Pwd.M 5112.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\0ceb54ca-c9c1-48fb-9b8c-eb8afaefc378___FREC_Pwd.M 4698.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\0d20bb6d-798a-4c82-8aea-8d64bd1a086b___FREC_Pwd.M 4761.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\0df55dba-60e0-44e6-b64a-1f4d9a1377fd___FREC_Pwd.M 0527.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\0e1bd946-37ee-40bb-adf0-105d7b55a627___FREC_Pwd.M 0509.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\0e379908-305b-45c0-80c2-279bb33f1cbb___FREC_Pwd.M 4979.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\0e95f40f-89aa-40b2-86a6-8e82b7d05bfc___FREC_Pwd.M 0297.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\0fe7c76c-cc34-4b75-b254-45c62cbab52a___FREC_Pwd.M 4783.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\10327e24-a50e-4a26-a9e6-5e0377aec73b___FREC_Pwd.M 0298.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\105aa4f9-1ff7-43a4-b350-d1f7916cdc6f___FREC_Pwd.M 4963.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\10729db2-3c76-406c-921a-90efaac37016___FREC_Pwd.M 0293.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\10defdf7-7522-4d15-b65a-b6477e950b04___FREC_Pwd.M 4971.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\11134918-12d8-465d-a7a3-20f0b3966979___FREC_Pwd.M 4957.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\112567fd-5046-4328-80f1-f33e01f76cbf___FREC_Pwd.M 5038.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\11257939-ac71-4448-a9b1-939c2200a3a5___FREC_Pwd.M 4682.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\11486ca3-39fe-4ff3-8474-de8d579ededf___FREC_Pwd.M 0359.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\118a7aef-6492-4375-b41d-d62680433797___FREC_Pwd.M 4863.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\118ecd9c-5536-467e-bfe5-c11289a73b07___FREC_Pwd.M 4556.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\118fc556-d623-4ac9-95e3-e42052930df4___FREC_Pwd.M 5040.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\119ee0ba-5aec-455d-9ce7-cfc7dae1b39d___FREC_Pwd.M 4542.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\11afdbd5-eecf-4f56-a1a7-a63ce9aa3a3a___FREC_Pwd.M 5032.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\11c4276a-f3a7-4a30-ab68-a3ec4d05cab5___FREC_Pwd.M 0369.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\11d570e7-a7d3-4f03-bb46-6b83b97faf43___FREC_Pwd.M 4496.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\12c0e3a2-5b29-4254-afaa-14a5331d04b0___FREC_Pwd.M 0550.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\13bd9e38-0cc4-4da1-83f5-43fced305bdf___FREC_Pwd.M 5075.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\13c13e29-d8eb-4013-9cda-674e92b8d4b4___FREC_Pwd.M 5006.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\13cd1180-f191-4603-9c1a-02ebec65f2c1___FREC_Pwd.M 4561.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\13dd1b68-a54b-465f-aee5-5d1a30109786___FREC_Pwd.M 0244.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\13de61b0-1cf6-4fc1-98fa-ee1ad6a81455___FREC_Pwd.M 4781.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\13e496f2-bbec-4238-b143-a5a607d1e86d___FREC_Pwd.M 4726.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\1428d87f-71ad-4dca-85b2-fa91aecaaa1d___FREC_Pwd.M 5082.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\14990ce5-7f83-4a3e-b9ae-23d4db64213e___FREC_Pwd.M 4530.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\149ff7bd-8f36-4991-9c7b-e07e56e702ce___FREC_Pwd.M 4934.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\14a8011a-830d-4c51-a502-52e6873b0d7e___FREC_Pwd.M 4723.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\15042e84-a171-479d-adb4-18c579b6a211___FREC_Pwd.M 5095.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\15679d43-c95a-4ca4-9189-e08d6b5afbfa___FREC_Pwd.M 0309.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\165aba95-4e37-4a37-90dd-493b2a5ca418___FREC_Pwd.M 4846.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\167d6c02-d49c-4571-b9b8-6d77be09dfb4___FREC_Pwd.M 0256.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\16842219-4e88-460a-bdf0-36bea112a8b6___FREC_Pwd.M 0343.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\16ad247c-119d-421b-82ed-cca95da6b5e1___FREC_Pwd.M 4494.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\17079025-3a59-46d4-83f2-ccff1c099bee___FREC_Pwd.M 0513.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\17512756-a606-4ea5-9443-aae374a46e86___FREC_Pwd.M 0504.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\176d6faf-285c-4bf0-a643-cdfa9b4c741d___FREC_Pwd.M 0348.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\177ebecc-dcdc-4d9f-8949-cb47b4473730___FREC_Pwd.M 4709.JPG,Cherry_(including_sour)___Powdery_mildew
color\Cherry_(including_sour)___Powdery_mildew\17a1b5f6-cd54-4c25-b9b5-23e098ac16d0___FREC_Pwd.M 0542.JPG,Cherry_(including_sour)___Powdery_mildew
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\00120a18-ff90-46e4-92fb-2b7a10345bd3___RS_GLSp 9357.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\00a20f6f-e8bd-4453-9e25-36ea70feb626___RS_GLSp 4655.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0140764c-6157-4995-9ada-9c10b81af3b8___RS_GLSp 4378.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0157de0c-5b81-44a1-abe8-eecaa6f1261a___RS_GLSp 4287.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\01a02916-5d4c-4256-936b-6b1a9ee65b11___RS_GLSp 9276.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\02e6c80d-c86f-44ca-9d4c-4b100f92a839___RS_GLSp 4631.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\038464d1-47a9-4169-afb1-72c87e568a95___RS_GLSp 4480.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\045080ca-8b98-4320-adcc-e431f88c1aaa___RS_GLSp 7313.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\05daf90f-9100-499f-a4aa-ebc5dfc20adf___RS_GLSp 7335.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\05f92471-3cd4-441b-af21-1a02304d0b6c___RS_GLSp 7315.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0657e6c0-5a6d-4ef3-807a-4e31e57fb683___RS_GLSp 7344 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\065fe7da-dcaf-41be-9332-5ec5ebceb94b___RS_GLSp 9337.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\06785548-9756-4410-b3c2-55cc089276ce___RS_GLSp 4288.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\06830ecc-28d2-4ec9-a553-4d7905a12dbf___RS_GLSp 4355 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\06e94cd0-fe77-4af0-b4ae-664fcd78cfff___RS_GLSp 4656.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\07e00695-1271-4cf1-b08d-63e27969b03d___RS_GLSp 9312.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\07f54257-0ec8-4bce-991f-90d46646d4f8___RS_GLSp 4378 copy 2.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\092e84d4-17cf-457d-a786-4f96c5bf076a___RS_GLSp 4434 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0995786c-d397-439a-bfeb-bd897cd431c8___RS_GLSp 9343.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0a01cc10-3892-4311-9c48-0ac6ab3c7c43___RS_GLSp 9352.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0a403456-5c5e-4aad-aa89-a118175c6ddd___RS_GLSp 4501.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0b5492ee-253d-4a13-ad5a-780cb954b09a___RS_GLSp 4615 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0ba90f90-3702-438a-908b-85871f3a34cb___RS_GLSp 4342.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0c5973d2-b9e1-473c-a5d6-8e9854b918b9___RS_GLSp 9340.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0ce6543f-9694-4b3a-b767-9bc909f54f73___RS_GLSp 4663 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0d13a6d5-7993-4a5d-beb1-4f38b7805fac___RS_GLSp 9303.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0dbbcb82-756e-48a6-94f4-3a8f1e1cedda___RS_GLSp 4587.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0e0ed08d-3021-49a7-9098-7c90afeb2fd5___RS_GLSp 4346.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0f08ab4f-caf6-4e50-a399-000e4e9841a0___RS_GLSp 4623.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0f36d500-e463-44ef-82ae-fb1ca5012335___RS_GLSp 9321.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1157b4eb-dfb3-41b7-a083-77b0ca2e7634___RS_GLSp 4460.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\137762d7-fcd5-405c-a4d5-4096321951d0___RS_GLSp 9345.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\13c0f3a6-6958-455d-bf3e-ad09b5e9e0dc___RS_GLSp 4663.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\13d4d655-79ad-4c3e-be5c-b8e4c33f1f34___RS_GLSp 9291.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\13e25fae-97ee-44c0-92c0-05328de64148___RS_GLSp 4645.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1424a06a-f143-4ca4-bee1-dbbc1663b5d0___RS_GLSp 4681.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1468d990-6016-484c-b66a-784d38d67b03___RS_GLSp 4616.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\14913b5b-f425-43f4-8266-e6c353f96781___RS_GLSp 4328.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\150ed8d9-abf5-4811-b976-8878b2d0048d___RS_GLSp 7321.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\15d188d6-bade-4281-931a-82264fdae6a4___RS_GLSp 4450.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\165f35a9-5e03-4ec8-9167-bd346c863e41___RS_GLSp 4289 copy 3.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\171b34fb-183f-4b57-be91-7e02fcebb7df___RS_GLSp 4326.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1836cc95-03e5-4430-8cc1-cca482b94a0d___RS_GLSp 4289 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\186c5f5d-a8d7-40bf-abe7-cebefa66808c___RS_GLSp 4355 copy 2.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\18aae193-d119-417b-837a-84f33835e788___RS_GLSp 4497.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1afa65e8-15a9-46d4-b612-e7a7b23b10b5___RS_GLSp 7326.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1b1991ac-4e5c-4528-ac3d-096d63fb05aa___RS_GLSp 4491.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1b3e0f15-bbfb-4629-840f-310c7bf2a17c___RS_GLSp 9335.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1b4a7e7d-792a-4e22-aefd-617c7ce9fae8___RS_GLSp 4624.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1b6664a7-03f9-4ced-8dcd-b85a18554aa5___RS_GLSp 7324.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1effc5b5-4f56-4374-92c8-4acb0b506527___RS_GLSp 7314.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1f23992c-3a9f-4ebb-a89f-6272ee23c7c4___RS_GLSp 4500 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1f494486-8d19-45a2-8e34-0562e16b1307___RS_GLSp 4456.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2045dd77-e896-4c78-b40b-5b93631e4e5c___RS_GLSp 9300.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\206517f4-4d5f-4d16-abab-7e634fc78d0d___RS_GLSp 4412.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2162861c-60d9-4831-b922-362d70a47b92___RS_GLSp 4554.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2174d811-b088-4b31-8088-1738630b94d4___RS_GLSp 4467.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\22177231-7c14-423d-a83c-78a63c2dfd9a___RS_GLSp 9286.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\22a04678-7f86-4854-b8d6-4c2a54dca6bc___RS_GLSp 4322.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\22b0a72e-66bf-47ae-86ef-da6e85e31056___RS_GLSp 4405.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\22e876a7-46e4-4b87-b2ac-0668117fb455___RS_GLSp 4469.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\23bdfbf1-c4f2-4a84-9b9a-9e6cc836c974___RS_GLSp 9294.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\23ee1be9-789c-4499-be4b-f99c241ada2d___RS_GLSp 4633.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\24098661-633d-46fb-9542-a12a41dd3223___RS_GLSp 4472.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\241fe005-f805-4e76-bf80-e7a84aa0b9a8___RS_GLSp 9336.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\24776f62-abd9-4187-897d-f61b41a9a9ad___RS_GLSp 3810.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\24f6e3ed-d58d-45eb-b9a7-a7e347e237fb___RS_GLSp 4465.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2575e82e-964f-418a-bd69-c291dd9c955b___RS_GLSp 9282.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\261e0893-078f-41ae-9445-4942f8828f53___RS_GLSp 7320.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\275ea053-96ab-45d9-9878-3c855ea1a308___RS_GLSp 4496.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\276eaa0e-3c86-4190-8701-fdb5f9148bb1___RS_GLSp 7283.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2788c3da-4e36-408e-b2e5-a08442f7f432___RS_GLSp 4500.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\27d44f36-eb1b-42df-b32f-ba8373b08e46___RS_GLSp 4416.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\27db0747-841a-454c-aff6-cb506689cca9___RS_GLSp 9347.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\27ea3780-cdea-449f-b427-04ad3d0a7eae___RS_GLSp 9271.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\28132313-02f5-4116-b7e6-5b0d33b1868f___RS_GLSp 7334 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\283e2340-1c6a-4d67-b40b-64620f95912b___RS_GLSp 4470.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\28463ffb-8023-41c0-9084-6b5ade2d6ca3___RS_GLSp 4310.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\287f4726-e68a-43bf-9ec8-49d1e4a34aff___RS_GLSp 4487.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\295e2145-800f-4c3c-9728-e45b1cd8e113___RS_GLSp 4316.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\29d60537-2717-45e1-b608-c19270302f67___RS_GLSp 4558.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\29f064ba-c8cd-47f7-add1-24fe1263f2db___RS_GLSp 9319.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2a2ad0a4-9f19-4366-88d3-c1c87ffc9f90___RS_GLSp 4385.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2aca721c-1600-4f8c-8e79-df33973c671c___RS_GLSp 9348.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2b6bb6a5-3f70-48da-a968-13d840815bbb___RS_GLSp 9277.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2bfff79a-08ce-4f07-a059-465326ef2ea2___RS_GLSp 4436.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2c890074-1b01-46cb-9e56-8601d13ec218___RS_GLSp 4469 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2ca70127-9310-4312-8769-d9d6b43526a1___RS_GLSp 4369.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2ccec9ab-60e1-4b79-bfdc-b33d387db907___RS_GLSp 4576.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2e123765-bd5f-461e-a658-7b4c5c4f5564___RS_GLSp 4594.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2e3967fd-d97c-4985-ab63-4ee8bdb6a0bb___RS_GLSp 4680 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2e3c83d4-fbbc-4250-a3e6-96bff8d8164a___RS_GLSp 4634.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
